ID,Case_Number,Date,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,X_Coordinate,Y_Coordinate,Year,Updated_On,Latitude,Longitude,Location
5988306,HN776442,12/24/2007 07:00:00 PM,025XX S SACRAMENTO AVE,460,BATTERY,SIMPLE,STREET,false,false,1033,10,12,30,08B,1156761,1887172,2007,02/28/2018 03:56:25 PM,41.846174416,-87.700188806,"(41.846174416, -87.700188806)"
5988308,HN784135,12/29/2007 10:26:34 PM,113XX S BISHOP ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,true,false,2234,22,34,75,08B,1168591,1829337,2007,02/28/2018 03:56:25 PM,41.68722018,-87.658438927,"(41.68722018, -87.658438927)"
5988309,HN783559,12/29/2007 03:00:00 PM,029XX W FULTON ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,1331,12,27,27,5,1156727,1901866,2007,02/28/2018 03:56:25 PM,41.886496975,-87.699915689,"(41.886496975, -87.699915689)"
5988310,HN783774,12/29/2007 04:00:00 PM,078XX S COLES AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,421,4,7,43,5,1197407,1853828,2007,02/28/2018 03:56:25 PM,41.75375771,-87.552135344,"(41.75375771, -87.552135344)"
5988311,HN783646,12/29/2007 12:15:00 PM,116XX S CENTRAL PARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2211,22,19,74,08B,1154479,1826953,2007,02/28/2018 03:56:25 PM,41.68096979,-87.710164708,"(41.68096979, -87.710164708)"
5988312,HN783708,12/29/2007 05:00:00 PM,025XX W PETERSON AVE,810,THEFT,OVER $500,OTHER,false,false,2011,20,40,2,6,1158121,1939768,2007,02/28/2018 03:56:25 PM,41.990474245,-87.69375814,"(41.990474245, -87.69375814)"
5988314,HN782927,12/29/2007 07:57:07 AM,050XX W MADISON ST,560,ASSAULT,SIMPLE,RESTAURANT,false,false,1533,15,28,25,08A,1142843,1899555,2007,02/28/2018 03:56:25 PM,41.880425216,-87.750959284,"(41.880425216, -87.750959284)"
5988315,HN783827,12/29/2007 06:50:00 PM,004XX W 97TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2223,22,21,73,18,1175035,1840582,2007,02/28/2018 03:56:25 PM,41.71793715,-87.634514293,"(41.71793715, -87.634514293)"
5988317,HN783615,12/29/2007 03:59:54 PM,013XX W 108TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2234,22,34,75,18,1169329,1832815,2007,02/28/2018 03:56:25 PM,41.696748483,-87.655637029,"(41.696748483, -87.655637029)"
5988318,HN783390,12/27/2007 02:00:00 PM,036XX N LINCOLN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,false,false,1923,19,47,5,11,1163614,1924079,2007,02/28/2018 03:56:25 PM,41.947308638,-87.673997809,"(41.947308638, -87.673997809)"
5988320,HN783115,12/28/2007 09:30:00 AM,054XX N SHERIDAN RD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2023,20,48,77,26,1168658,1936265,2007,02/28/2018 03:56:25 PM,41.980639456,-87.65510293,"(41.980639456, -87.65510293)"
5988321,HN780817,12/27/2007 09:15:00 PM,105XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2211,22,19,72,18,1162256,1834673,2007,02/28/2018 03:56:25 PM,41.70199696,-87.681482813,"(41.70199696, -87.681482813)"
5988322,HN783208,12/29/2007 10:00:00 AM,039XX W BARRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2523,25,31,21,14,1149963,1919962,2007,02/28/2018 03:56:25 PM,41.936288449,-87.724283058,"(41.936288449, -87.724283058)"
5988327,HN783273,12/29/2007 01:32:00 PM,031XX N NEW ENGLAND AVE,560,ASSAULT,SIMPLE,RESIDENCE,false,false,2511,25,36,18,08A,1129874,1920001,2007,02/28/2018 03:56:25 PM,41.936763365,-87.79811258,"(41.936763365, -87.79811258)"
5988328,HN783320,12/29/2007 12:30:00 PM,059XX W WRIGHTWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2514,25,30,19,08B,1136142,1916663,2007,02/28/2018 03:56:25 PM,41.927493832,-87.775156319,"(41.927493832, -87.775156319)"
5988329,HN782900,12/29/2007 03:00:00 AM,058XX S NAGLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,811,8,23,56,14,1134390,1865209,2007,02/28/2018 03:56:25 PM,41.786327468,-87.782806627,"(41.786327468, -87.782806627)"
5988331,HN783844,12/21/2007 04:00:00 PM,023XX N KEDVALE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,2525,25,31,20,26,1148330,1915201,2007,02/28/2018 03:56:25 PM,41.923255516,-87.730407593,"(41.923255516, -87.730407593)"
5988332,HN783335,12/29/2007 01:15:00 PM,094XX S HALSTED ST,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),true,false,2223,22,21,73,18,1172640,1842177,2007,02/28/2018 03:56:25 PM,41.722367069,-87.643239402,"(41.722367069, -87.643239402)"
5988333,HN783508,12/29/2007 03:30:00 PM,025XX W LAWRENCE AVE,460,BATTERY,SIMPLE,RESTAURANT,false,false,1911,19,47,4,08B,1158381,1931790,2007,02/28/2018 03:56:25 PM,41.968576911,-87.693021162,"(41.968576911, -87.693021162)"
5988335,HN782563,12/28/2007 07:50:00 PM,020XX W 18TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1223,12,25,31,08B,1163001,1891067,2007,02/28/2018 03:56:25 PM,41.85673416,-87.677179149,"(41.85673416, -87.677179149)"
5988336,HN783776,12/29/2007 12:30:00 PM,078XX S COLES AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,421,4,7,43,5,1197407,1853828,2007,02/28/2018 03:56:25 PM,41.75375771,-87.552135344,"(41.75375771, -87.552135344)"
5988337,HN783898,12/22/2007 10:00:00 AM,016XX W GRAND AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1324,12,26,24,5,1165495,1903564,2007,02/28/2018 03:56:25 PM,41.890974305,-87.667669094,"(41.890974305, -87.667669094)"
5988339,HN780115,12/27/2007 02:00:00 PM,044XX W CORTEZ ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,1111,11,37,23,14,1146592,1906630,2007,02/28/2018 03:56:25 PM,41.899769175,-87.737012639,"(41.899769175, -87.737012639)"
5988341,HN777535,12/25/2007 09:00:00 PM,021XX S SAWYER AVE,460,BATTERY,SIMPLE,STREET,false,false,1022,10,24,30,08B,1155019,1889720,2007,02/28/2018 03:56:25 PM,41.853201487,-87.706513613,"(41.853201487, -87.706513613)"
5988342,HN783357,12/29/2007 01:17:11 PM,001XX S PARKSIDE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1513,15,29,25,5,1138633,1898921,2007,02/28/2018 03:56:25 PM,41.87876279,-87.766433586,"(41.87876279, -87.766433586)"
5988345,HN783588,12/29/2007 03:39:55 PM,003XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1523,15,28,25,14,1138978,1901836,2007,02/28/2018 03:56:25 PM,41.886755667,-87.765095923,"(41.886755667, -87.765095923)"
5988347,HN783231,12/28/2007 04:30:00 PM,036XX N OAKLEY AVE,890,THEFT,FROM BUILDING,RESIDENCE,false,false,1912,19,47,5,6,1160389,1924111,2007,02/28/2018 03:56:25 PM,41.947463911,-87.685851165,"(41.947463911, -87.685851165)"
5988349,HN776254,12/24/2007 05:35:00 PM,115XX S BISHOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,524,5,34,53,14,1168736,1828269,2007,02/28/2018 03:56:25 PM,41.68428629,-87.657938752,"(41.68428629, -87.657938752)"
5988350,HN783030,12/29/2007 08:13:00 AM,020XX W CHICAGO AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1313,12,1,24,6,1162692,1905336,2007,02/28/2018 03:56:25 PM,41.895896023,-87.677913394,"(41.895896023, -87.677913394)"
5988352,HN779473,12/27/2007 01:30:00 AM,003XX N CENTRAL AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY,false,false,1512,15,29,25,14,1138987,1901595,2007,02/28/2018 03:56:25 PM,41.886094169,-87.765068733,"(41.886094169, -87.765068733)"
5988353,HN783041,12/28/2007 08:30:00 PM,005XX N CENTRAL AVE,810,THEFT,OVER $500,OTHER,false,false,1512,15,29,25,6,1138940,1903011,2007,02/28/2018 03:56:25 PM,41.889980706,-87.765206903,"(41.889980706, -87.765206903)"
5988355,HN783267,12/29/2007 12:45:00 PM,046XX N CLARK ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1922,19,47,3,6,1165506,1930838,2007,02/28/2018 03:56:25 PM,41.965815477,-87.666850116,"(41.965815477, -87.666850116)"
5988356,HN784080,12/29/2007 10:16:26 PM,024XX E 100TH ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,431,4,7,51,5,1194280,1839141,2007,02/28/2018 03:56:25 PM,41.713532632,-87.564075518,"(41.713532632, -87.564075518)"
5988358,HN776598,12/24/2007 11:30:00 PM,123XX S HALSTED ST,820,THEFT,$500 AND UNDER,SIDEWALK,false,false,523,5,34,53,6,1173227,1823129,2007,02/28/2018 03:56:25 PM,41.670083502,-87.641649599,"(41.670083502, -87.641649599)"
5988360,HN771053,12/21/2007 02:30:00 PM,075XX S CREGIER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,414,4,8,43,18,1189513,1855295,2007,02/28/2018 03:56:25 PM,41.757976338,-87.581016563,"(41.757976338, -87.581016563)"
5988361,HN783550,12/29/2007 03:37:18 PM,011XX N LOCKWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1524,15,37,25,08B,1140816,1907066,2007,02/28/2018 03:56:25 PM,41.901073821,-87.758217471,"(41.901073821, -87.758217471)"
5988363,HN784334,12/29/2007 08:00:00 PM,091XX S GREENWOOD AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,413,4,8,47,5,1185142,1844652,2007,02/28/2018 03:56:25 PM,41.728874612,-87.597369178,"(41.728874612, -87.597369178)"
5988369,HN783957,12/29/2007 10:00:00 AM,021XX S HARDING AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1014,10,24,29,5,1150387,1889434,2007,02/28/2018 03:56:25 PM,41.852508195,-87.72352221,"(41.852508195, -87.72352221)"
5988370,HN782963,12/29/2007 08:41:21 AM,001XX N LONG AVE,1170,DECEPTIVE PRACTICE,IMPERSONATION,DRIVEWAY - RESIDENTIAL,false,false,1523,15,28,25,11,1140314,1900548,2007,02/28/2018 03:56:25 PM,41.883196851,-87.760221298,"(41.883196851, -87.760221298)"
5988372,HN782638,12/28/2007 11:12:59 PM,052XX W QUINCY ST,320,ROBBERY,STRONGARM - NO WEAPON,VEHICLE NON-COMMERCIAL,false,false,1522,15,29,25,3,1141413,1898498,2007,02/28/2018 03:56:25 PM,41.877551182,-87.756236268,"(41.877551182, -87.756236268)"
5988375,HN783636,12/28/2007 08:00:00 PM,048XX W HIRSCH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2533,25,37,25,14,1143938,1908876,2007,02/28/2018 03:56:25 PM,41.905982656,-87.7467045,"(41.905982656, -87.7467045)"
5988376,HN784083,12/29/2007 09:50:00 PM,048XX W ALTGELD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2521,25,31,19,14,1143755,1916201,2007,02/28/2018 03:56:25 PM,41.926086656,-87.747192836,"(41.926086656, -87.747192836)"
5988379,HN781916,12/28/2007 03:00:00 PM,017XX N MELVINA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2513,25,29,25,08B,1134806,1911015,2007,02/28/2018 03:56:25 PM,41.91201881,-87.780199533,"(41.91201881, -87.780199533)"
5988380,HN783081,12/28/2007 07:15:00 AM,022XX N MARMORA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2515,25,37,19,26,1136692,1914367,2007,02/28/2018 03:56:25 PM,41.921183505,-87.773190369,"(41.921183505, -87.773190369)"
5988381,HN778682,12/26/2007 04:04:55 PM,026XX N MOBILE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2512,25,29,19,08B,1133962,1916915,2007,02/28/2018 03:56:25 PM,41.928224012,-87.783161144,"(41.928224012, -87.783161144)"
5988382,HN778960,12/26/2007 06:30:00 PM,012XX N PARKSIDE AVE,460,BATTERY,SIMPLE,SIDEWALK,false,false,2531,25,29,25,08B,1138449,1907713,2007,02/28/2018 03:56:25 PM,41.902892482,-87.766896097,"(41.902892482, -87.766896097)"
5988383,HN778889,12/26/2007 05:56:47 PM,055XX W DRUMMOND PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2514,25,30,19,08B,1139092,1917073,2007,02/28/2018 03:56:25 PM,41.928565707,-87.764306089,"(41.928565707, -87.764306089)"
5988384,HN779231,12/26/2007 09:45:00 PM,055XX W GEORGE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2514,25,31,19,08B,1138748,1918727,2007,02/28/2018 03:56:25 PM,41.933110717,-87.76552994,"(41.933110717, -87.76552994)"
5988385,HN778931,12/26/2007 06:25:00 PM,017XX N CENTRAL AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,2531,25,29,25,14,1138785,1910877,2007,02/28/2018 03:56:25 PM,41.911568776,-87.765584963,"(41.911568776, -87.765584963)"
5988388,HN779453,12/27/2007 01:10:00 AM,037XX W ARMITAGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,2535,25,26,22,08B,1150916,1913025,2007,02/28/2018 03:56:25 PM,41.91723409,-87.720962732,"(41.91723409, -87.720962732)"
5988389,HN779184,12/26/2007 09:00:00 PM,053XX W POTOMAC AVE,460,BATTERY,SIMPLE,SIDEWALK,true,false,2532,25,37,25,08B,1140606,1908140,2007,02/28/2018 03:56:25 PM,41.904024864,-87.758962416,"(41.904024864, -87.758962416)"
5988390,HN781067,12/28/2007 01:24:00 AM,028XX N NARRAGANSETT AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,true,false,2511,25,29,19,14,1133258,1918226,2007,02/28/2018 03:56:25 PM,41.931833915,-87.785717369,"(41.931833915, -87.785717369)"
5988391,HN781068,12/28/2007 01:24:00 AM,028XX N NARRAGANSETT AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,GOVERNMENT BUILDING/PROPERTY,true,false,2511,25,36,19,14,1133257,1918239,2007,02/28/2018 03:56:25 PM,41.931869606,-87.785720739,"(41.931869606, -87.785720739)"
5988392,HN783780,12/29/2007 06:17:00 PM,071XX S JEFFERY BLVD,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,false,333,3,5,43,04A,1190785,1857840,2007,02/28/2018 03:56:25 PM,41.764929409,-87.576272815,"(41.764929409, -87.576272815)"
5988393,HN783971,12/29/2007 08:55:00 PM,072XX S COLES AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,false,false,334,3,7,43,3,1194485,1857609,2007,02/28/2018 03:56:25 PM,41.764205366,-87.562719106,"(41.764205366, -87.562719106)"
5988394,HN780796,12/27/2007 08:45:00 PM,013XX N LAVERGNE AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,false,2533,25,37,25,04A,1142787,1908611,2007,02/28/2018 03:56:25 PM,41.905276989,-87.750939203,"(41.905276989, -87.750939203)"
5988395,HN773652,12/22/2007 10:20:00 PM,028XX E 76TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,421,4,7,43,18,1196226,1854981,2007,02/28/2018 03:56:25 PM,41.756950971,-87.556425044,"(41.756950971, -87.556425044)"
5988396,HN784317,12/29/2007 05:00:00 PM,034XX S COTTAGE GROVE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2122,2,4,35,7,1181039,1882490,2007,02/28/2018 03:56:25 PM,41.832800977,-87.611235305,"(41.832800977, -87.611235305)"
5988397,HN759788,12/14/2007 10:02:00 PM,007XX N CHRISTIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1121,11,27,23,15,1153910,1904748,2007,02/28/2018 03:56:25 PM,41.894462059,-87.710183598,"(41.894462059, -87.710183598)"
5988399,HN782462,12/28/2007 09:38:26 PM,081XX S WOODLAWN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,411,4,8,45,15,1185623,1851410,2007,02/28/2018 03:56:25 PM,41.74740798,-87.595394911,"(41.74740798, -87.595394911)"
5988401,HN783809,12/29/2007 05:35:00 PM,011XX S HAMILTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1224,12,2,28,14,1162121,1895023,2007,02/28/2018 03:56:25 PM,41.867608211,-87.680298775,"(41.867608211, -87.680298775)"
5988403,HN783600,12/29/2007 04:10:28 PM,001XX N LARAMIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1532,15,28,25,08B,1141687,1900647,2007,02/28/2018 03:56:25 PM,41.883443248,-87.755177043,"(41.883443248, -87.755177043)"
5988405,HN781464,12/28/2007 11:30:00 AM,074XX S KENWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,324,3,5,43,18,1186496,1856036,2007,02/28/2018 03:56:25 PM,41.76008158,-87.592049978,"(41.76008158, -87.592049978)"
5988406,HN782917,12/28/2007 04:30:00 PM,029XX W 36TH ST,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,913,9,12,58,7,1157180,1880621,2007,02/28/2018 03:56:25 PM,41.828189214,-87.698828692,"(41.828189214, -87.698828692)"
5988408,HN774625,12/23/2007 02:30:00 PM,125XX S EMERALD AVE,560,ASSAULT,SIMPLE,RESIDENCE,false,false,523,5,34,53,08A,1173602,1821721,2007,02/28/2018 03:56:25 PM,41.666211448,-87.640318579,"(41.666211448, -87.640318579)"
5988410,HN775983,12/24/2007 02:00:00 PM,019XX W CERMAK RD,860,THEFT,RETAIL THEFT,DRUG STORE,true,false,1034,10,25,31,6,1163777,1889420,2007,02/28/2018 03:56:25 PM,41.852198325,-87.674377204,"(41.852198325, -87.674377204)"
5988413,HN784184,12/29/2007 11:30:00 PM,007XX W 47TH PL,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,935,9,11,61,04A,1172192,1873372,2007,02/28/2018 03:56:25 PM,41.807979803,-87.643964604,"(41.807979803, -87.643964604)"
5988417,HN775963,12/18/2007 02:00:00 PM,004XX W 120TH ST,810,THEFT,OVER $500,RESIDENCE,false,true,523,5,34,53,6,1175351,1825332,2007,02/28/2018 03:56:25 PM,41.676081841,-87.633810547,"(41.676081841, -87.633810547)"
5988419,HN784570,12/29/2007 09:00:00 PM,082XX S ANTHONY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,414,4,8,45,7,1189891,1850586,2007,02/28/2018 03:56:25 PM,41.745045341,-87.579782407,"(41.745045341, -87.579782407)"
5988420,HN784534,12/30/2007 02:00:00 AM,049XX S KOLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,815,8,23,57,14,1148198,1871431,2007,02/28/2018 03:56:25 PM,41.803147832,-87.732019065,"(41.803147832, -87.732019065)"
5988421,HN782952,12/29/2007 12:30:00 AM,035XX N CLARK ST,890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,false,false,1923,19,44,6,6,1168626,1923659,2007,02/28/2018 03:56:25 PM,41.946048865,-87.655587315,"(41.946048865, -87.655587315)"
5988422,HN784537,12/29/2007 10:45:00 PM,064XX S DR MARTIN LUTHER KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,312,3,20,69,26,1180028,1862391,2007,02/28/2018 03:56:25 PM,41.777670858,-87.61556066,"(41.777670858, -87.61556066)"
5988424,HN784582,12/30/2007 09:20:00 AM,030XX N SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1412,14,35,21,14,1153853,1920116,2007,02/28/2018 03:56:25 PM,41.936634312,-87.709982709,"(41.936634312, -87.709982709)"
5988426,HN729837,06/10/2007 05:30:00 PM,034XX W 12TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1021,10,24,29,26,1153591,1894076,2007,02/28/2018 03:56:25 PM,41.865183333,-87.711639121,"(41.865183333, -87.711639121)"
5988427,HN784600,12/26/2007 01:30:00 PM,066XX S MICHIGAN AVE,890,THEFT,FROM BUILDING,RESIDENCE,false,false,322,3,20,69,6,1178084,1860905,2007,02/28/2018 03:56:25 PM,41.773637424,-87.622732349,"(41.773637424, -87.622732349)"
5988428,HN784586,12/29/2007 08:40:00 AM,023XX S RIDGEWAY AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,false,false,1013,10,22,30,17,1151740,1888240,2007,02/28/2018 03:56:25 PM,41.84920524,-87.718587628,"(41.84920524, -87.718587628)"
5988431,HN743613,12/04/2007 02:45:00 PM,002XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,false,false,122,1,42,32,6,1177257,1901911,2007,02/28/2018 03:56:25 PM,41.886179873,-87.624523664,"(41.886179873, -87.624523664)"
5988433,HN784546,12/29/2007 09:00:00 PM,058XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,822,8,14,63,14,1155712,1865815,2007,02/28/2018 03:56:25 PM,41.78758918,-87.704612069,"(41.78758918, -87.704612069)"
5988434,HN784594,12/24/2007 01:00:00 PM,016XX N RICHMOND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1421,14,35,24,14,1156567,1910781,2007,02/28/2018 03:56:25 PM,41.910963769,-87.700261671,"(41.910963769, -87.700261671)"
5988435,HN783717,12/29/2007 05:42:34 PM,006XX N LOCKWOOD AVE,560,ASSAULT,SIMPLE,RESIDENCE,true,false,1524,15,28,25,08A,1140913,1903772,2007,02/28/2018 03:56:25 PM,41.892032908,-87.75794232,"(41.892032908, -87.75794232)"
5988436,HN783482,12/28/2007 12:01:00 AM,023XX W HARRISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,1211,12,2,28,14,1160977,1897313,2007,02/28/2018 03:56:25 PM,41.873915991,-87.684435036,"(41.873915991, -87.684435036)"
5988437,HN782835,12/29/2007 03:48:00 AM,029XX E 83RD ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,424,4,10,46,26,1197409,1850508,2007,02/28/2018 03:56:25 PM,41.744647338,-87.552238463,"(41.744647338, -87.552238463)"
5988438,HN779854,12/26/2007 01:00:00 PM,021XX S HOMAN AVE,560,ASSAULT,SIMPLE,APARTMENT,false,false,1024,10,24,30,08A,1154028,1889550,2007,02/28/2018 03:56:25 PM,41.852754781,-87.710155469,"(41.852754781, -87.710155469)"
5988439,HN784290,12/30/2007 01:44:03 AM,078XX S MARQUETTE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,421,4,7,43,15,1195683,1853459,2007,02/28/2018 03:56:25 PM,41.752787929,-87.558465243,"(41.752787929, -87.558465243)"
5988441,HN774410,12/23/2007 12:00:00 PM,120XX S WENTWORTH AVE,560,ASSAULT,SIMPLE,RESIDENCE,false,false,523,5,9,53,08A,1177111,1824906,2007,02/28/2018 03:56:25 PM,41.674873441,-87.627381333,"(41.674873441, -87.627381333)"
5988442,HN783765,12/29/2007 05:51:00 PM,005XX S DEARBORN ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,132,1,2,32,7,1176008,1897956,2007,02/28/2018 03:56:25 PM,41.875355342,-87.629229381,"(41.875355342, -87.629229381)"
5988443,HN784059,12/29/2007 10:22:02 PM,048XX W IOWA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1531,15,37,25,18,1143939,1905538,2007,02/28/2018 03:56:25 PM,41.896822793,-87.746784662,"(41.896822793, -87.746784662)"
5988446,HN783939,12/29/2007 08:15:00 PM,023XX W ADAMS ST,560,ASSAULT,SIMPLE,RESIDENCE,false,true,1211,12,2,28,08A,1160873,1899023,2007,02/28/2018 03:56:25 PM,41.878610544,-87.684769434,"(41.878610544, -87.684769434)"
5988449,HN782945,12/29/2007 02:00:00 AM,054XX S MAPLEWOOD AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,911,9,14,63,5,1160296,1868468,2007,02/28/2018 03:56:25 PM,41.794776152,-87.687731307,"(41.794776152, -87.687731307)"
5988452,HN783638,12/29/2007 04:51:46 PM,001XX N LOCKWOOD AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE PORCH/HALLWAY,true,false,1523,15,28,25,18,1141019,1900701,2007,02/28/2018 03:56:25 PM,41.883603754,-87.757628691,"(41.883603754, -87.757628691)"
5988453,HN784453,12/29/2007 10:00:00 PM,043XX S PRINCETON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,935,9,3,37,5,1175014,1875994,2007,02/28/2018 03:56:25 PM,41.815112235,-87.633535974,"(41.815112235, -87.633535974)"
5988454,HN783367,12/29/2007 10:40:00 AM,006XX W ROOSEVELT RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,131,12,2,28,7,1172014,1894950,2007,02/28/2018 03:56:25 PM,41.867195636,-87.643982294,"(41.867195636, -87.643982294)"
5988457,HN780475,12/27/2007 05:35:00 PM,019XX S MILLARD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1014,10,24,29,08B,1152353,1890044,2007,02/28/2018 03:56:25 PM,41.854143569,-87.716290258,"(41.854143569, -87.716290258)"
5988459,HN782235,12/28/2007 07:05:04 PM,044XX N ST LOUIS AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,APARTMENT,true,false,1723,17,33,14,18,1152255,1929302,2007,02/28/2018 03:56:25 PM,41.9618731,-87.715612273,"(41.9618731, -87.715612273)"
5988460,HN774669,12/23/2007 02:45:00 PM,110XX S MICHIGAN AVE,860,THEFT,RETAIL THEFT,DRUG STORE,true,false,513,5,9,49,6,1178803,1831679,2007,02/28/2018 03:56:25 PM,41.693421344,-87.620983384,"(41.693421344, -87.620983384)"
5988461,HN784302,12/29/2007 05:30:00 AM,032XX N HALSTED ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2332,19,44,6,5,1170359,1921612,2007,02/28/2018 03:56:25 PM,41.940394038,-87.649277478,"(41.940394038, -87.649277478)"
