ID,Case_Number,Date,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,X_Coordinate,Y_Coordinate,Year,Updated_On,Latitude,Longitude,Location
5991508,HN782432,12/28/2007 09:10:00 PM,083XX S PEORIA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,true,613,6,21,71,14,1171747,1849565,2007,02/28/2018 03:56:25 PM,41.742660365,-87.646294325,"(41.742660365, -87.646294325)"
5991510,HN786835,12/31/2007 06:26:00 PM,006XX E 63RD ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,false,false,313,3,20,42,08B,1181401,1863372,2007,02/28/2018 03:56:25 PM,41.780331258,-87.610497042,"(41.780331258, -87.610497042)"
5991511,HN786288,12/31/2007 10:00:00 AM,058XX S HARLEM AVE,560,ASSAULT,SIMPLE,OTHER,false,false,811,8,23,56,08A,1129365,1864797,2007,02/28/2018 03:56:25 PM,41.785283676,-87.801240643,"(41.785283676, -87.801240643)"
5991512,HN786903,12/31/2007 01:00:00 PM,008XX E HYDE PARK BLVD,820,THEFT,$500 AND UNDER,CHA APARTMENT,false,false,223,2,4,39,6,1182659,1871377,2007,02/28/2018 03:56:25 PM,41.80226856,-87.605636648,"(41.80226856, -87.605636648)"
5991514,HN782137,12/28/2007 04:44:00 PM,066XX S WOLCOTT AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,true,false,726,7,15,67,18,1164827,1860704,2007,02/28/2018 03:56:25 PM,41.773376162,-87.67133532,"(41.773376162, -87.67133532)"
5991515,HN780983,12/27/2007 11:40:00 PM,023XX S AVERS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1013,10,22,30,08B,1151078,1888107,2007,02/28/2018 03:56:25 PM,41.84885325,-87.721020741,"(41.84885325, -87.721020741)"
5991517,HN787083,12/31/2007 10:15:00 PM,075XX S COLFAX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,421,4,7,43,08B,1194835,1855463,2007,02/28/2018 03:56:25 PM,41.758307973,-87.56150687,"(41.758307973, -87.56150687)"
5991520,HN782284,12/28/2007 06:55:00 PM,007XX W 69TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,732,7,6,68,18,1172634,1859122,2007,02/28/2018 03:56:25 PM,41.768866496,-87.642763267,"(41.768866496, -87.642763267)"
5991522,HN783216,12/29/2007 12:05:00 PM,014XX S KARLOV AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,1011,10,24,29,08B,1149282,1892854,2007,02/28/2018 03:56:25 PM,41.861914559,-87.727489357,"(41.861914559, -87.727489357)"
5991523,HN787158,12/31/2007 09:20:00 PM,067XX S BLACKSTONE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,332,3,5,43,08B,1187358,1860663,2007,02/28/2018 03:56:25 PM,41.772758049,-87.588743985,"(41.772758049, -87.588743985)"
5991527,HN782523,12/28/2007 10:00:00 PM,013XX W 87TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,613,6,21,71,26,1169097,1847078,2007,02/28/2018 03:56:25 PM,41.735893334,-87.656075685,"(41.735893334, -87.656075685)"
5991528,HN782695,12/28/2007 11:30:00 AM,049XX S LAKE SHORE DR SB,031A,ROBBERY,ARMED: HANDGUN,HOTEL/MOTEL,false,false,2132,2,4,39,3,1188477,1872670,2007,02/28/2018 03:56:25 PM,41.805679494,-87.58425861,"(41.805679494, -87.58425861)"
5991529,HN783858,12/29/2007 07:15:00 PM,015XX S HOMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1021,10,24,29,08B,1153949,1892296,2007,02/28/2018 03:56:25 PM,41.860291693,-87.710372301,"(41.860291693, -87.710372301)"
5991530,HN782299,12/28/2007 07:29:28 PM,055XX W WASHINGTON BLVD,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,1523,15,29,25,2,1139376,1900200,2007,02/28/2018 03:56:25 PM,41.882259032,-87.763674222,"(41.882259032, -87.763674222)"
5991531,HN780546,12/25/2007 05:15:00 PM,059XX N DRAKE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1711,17,39,13,08B,1151641,1939222,2007,02/28/2018 03:56:25 PM,41.989106313,-87.717607557,"(41.989106313, -87.717607557)"
5991535,HN782727,12/27/2007 12:05:00 AM,078XX S LOOMIS BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,612,6,17,71,08B,1168360,1852737,2007,02/28/2018 03:56:25 PM,41.751438309,-87.658613224,"(41.751438309, -87.658613224)"
5991536,HP100347,01/01/2008 04:00:00 AM,079XX S SOUTH SHORE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,422,4,7,46,08B,1198533,1852958,2008,02/28/2018 03:56:25 PM,41.75134224,-87.548038145,"(41.75134224, -87.548038145)"
5991537,HN780636,12/26/2007 04:20:00 PM,032XX W IRVING PARK RD,460,BATTERY,SIMPLE,DAY CARE CENTER,false,false,1724,17,33,16,08B,1153877,1926410,2007,02/28/2018 03:56:25 PM,41.953905021,-87.709726217,"(41.953905021, -87.709726217)"
5991538,HN778452,12/26/2007 02:12:00 PM,008XX E 82ND ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,631,6,8,44,04B,1183145,1850804,2007,02/28/2018 03:56:25 PM,41.74580301,-87.604493725,"(41.74580301, -87.604493725)"
5991540,HP100606,12/30/2007 12:50:00 PM,039XX W 81ST PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,834,8,18,70,11,1151530,1850246,2007,02/28/2018 03:56:25 PM,41.744948203,-87.720352698,"(41.744948203, -87.720352698)"
5991541,HN781527,12/28/2007 11:45:00 AM,076XX S STATE ST,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,false,false,623,6,6,69,3,1177594,1854568,2007,02/28/2018 03:56:25 PM,41.756259091,-87.624719943,"(41.756259091, -87.624719943)"
5991542,HN787170,12/31/2007 12:35:00 AM,031XX W MONTROSE AVE,460,BATTERY,SIMPLE,APARTMENT,true,false,1724,17,33,14,08B,1154759,1929074,2007,02/28/2018 03:56:25 PM,41.96119755,-87.706412224,"(41.96119755, -87.706412224)"
5991544,HN782448,12/28/2007 09:05:00 PM,010XX W 63RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TAVERN/LIQUOR STORE,true,false,724,7,16,68,15,1170297,1863035,2007,02/28/2018 03:56:25 PM,41.779655416,-87.651215789,"(41.779655416, -87.651215789)"
5991545,HN780573,12/27/2007 05:30:00 PM,014XX S KENNETH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1011,10,24,29,08B,1146953,1892726,2007,02/28/2018 03:56:25 PM,41.861608092,-87.736042096,"(41.861608092, -87.736042096)"
5991546,HN785687,12/30/2007 11:00:00 PM,001XX E MARQUETTE RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,322,3,20,69,08B,1178507,1860627,2007,02/28/2018 03:56:25 PM,41.772864961,-87.621190173,"(41.772864961, -87.621190173)"
5991548,HN782734,12/29/2007 12:45:00 AM,009XX E 82ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,631,6,8,44,08B,1183756,1850818,2007,02/28/2018 03:56:25 PM,41.745827204,-87.602254489,"(41.745827204, -87.602254489)"
5991549,HN786182,12/30/2007 10:30:00 PM,039XX W AINSLIE ST,810,THEFT,OVER $500,STREET,false,false,1712,17,39,14,6,1149024,1932267,2007,02/28/2018 03:56:25 PM,41.970072571,-87.72741428,"(41.970072571, -87.72741428)"
5991551,HN785581,12/30/2007 10:20:49 PM,068XX S CLYDE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,331,3,5,43,08B,1191390,1860029,2007,02/28/2018 03:56:25 PM,41.770921563,-87.573984522,"(41.770921563, -87.573984522)"
5991552,HN778470,12/26/2007 01:30:00 AM,007XX N PARKSIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1511,15,29,25,14,1138548,1904252,2007,02/28/2018 03:56:25 PM,41.893393279,-87.766616423,"(41.893393279, -87.766616423)"
5991553,HP100314,01/01/2008 03:30:00 AM,048XX N KOSTNER AVE,460,BATTERY,SIMPLE,APARTMENT,false,false,1712,17,39,14,08B,1146168,1931882,2008,02/28/2018 03:56:25 PM,41.969071049,-87.737925859,"(41.969071049, -87.737925859)"
5991554,HN786327,12/31/2007 01:10:00 PM,075XX S BLACKSTONE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,411,4,5,43,14,1187518,1855081,2007,02/28/2018 03:56:25 PM,41.757436745,-87.588334702,"(41.757436745, -87.588334702)"
5991559,HN782475,12/28/2007 09:26:00 PM,065XX S HONORE ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,726,7,15,67,18,1165137,1861353,2007,02/28/2018 03:56:25 PM,41.775150551,-87.670180583,"(41.775150551, -87.670180583)"
5991560,HP100120,01/01/2008 01:30:00 AM,069XX S CLYDE AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,false,false,331,3,5,43,04B,1191411,1859329,2008,02/28/2018 03:56:25 PM,41.7690002,-87.573930201,"(41.7690002, -87.573930201)"
5991561,HN787144,12/31/2007 10:35:00 PM,088XX S STONY ISLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,TAVERN/LIQUOR STORE,true,false,412,4,8,48,14,1188338,1846747,2007,02/28/2018 03:56:25 PM,41.734547924,-87.585594973,"(41.734547924, -87.585594973)"
5991562,HN784765,12/28/2007 12:00:00 PM,077XX S HONORE ST,610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,false,false,611,6,18,71,5,1165361,1853452,2007,02/28/2018 03:56:25 PM,41.753464383,-87.669582928,"(41.753464383, -87.669582928)"
5991565,HN782771,12/29/2007 01:16:00 AM,007XX E 79TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,624,6,6,44,15,1182694,1852791,2007,02/28/2018 03:56:25 PM,41.751266022,-87.606084723,"(41.751266022, -87.606084723)"
5991567,HN785818,12/31/2007 04:20:00 AM,082XX S EVANS AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,SIDEWALK,false,false,631,6,6,44,3,1182662,1850502,2007,02/28/2018 03:56:25 PM,41.744985502,-87.606272864,"(41.744985502, -87.606272864)"
5991568,HN784020,12/29/2007 09:13:00 PM,032XX S SPRINGFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1031,10,22,30,08B,1150887,1882894,2007,02/28/2018 03:56:25 PM,41.834551848,-87.721857947,"(41.834551848, -87.721857947)"
5991569,HN784090,12/29/2007 10:52:49 PM,009XX N LAMON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1531,15,37,25,18,1143525,1905614,2007,02/28/2018 03:56:25 PM,41.897039102,-87.748303333,"(41.897039102, -87.748303333)"
5991570,HP100019,12/31/2007 11:31:00 PM,099XX S EXCHANGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,431,4,10,51,14,1197479,1839620,2007,02/28/2018 03:56:25 PM,41.714768025,-87.552343959,"(41.714768025, -87.552343959)"
5991571,HP100049,01/01/2008 12:40:30 AM,0000X N WALLER AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,1513,15,29,25,3,1138159,1899773,2008,02/28/2018 03:56:25 PM,41.881109369,-87.768153447,"(41.881109369, -87.768153447)"
5991572,HN783181,12/29/2007 11:32:25 AM,014XX S KARLOV AVE,560,ASSAULT,SIMPLE,APARTMENT,false,false,1011,10,24,29,08A,1149282,1892841,2007,02/28/2018 03:56:25 PM,41.861878885,-87.727489694,"(41.861878885, -87.727489694)"
5991573,HN785944,12/30/2007 07:00:00 PM,079XX S ASHLAND AVE,610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,false,false,612,6,21,71,5,1167052,1852146,2007,02/28/2018 03:56:25 PM,41.74984457,-87.663423284,"(41.74984457, -87.663423284)"
5991574,HN782489,12/28/2007 09:53:00 PM,002XX W 74TH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,731,7,17,69,18,1175801,1855899,2007,02/28/2018 03:56:25 PM,41.75995185,-87.631251073,"(41.75995185, -87.631251073)"
5991575,HN786251,12/26/2007 07:30:00 AM,023XX S SACRAMENTO AVE,820,THEFT,$500 AND UNDER,STREET,false,false,1033,10,12,30,6,1156725,1888407,2007,02/28/2018 03:56:25 PM,41.849564124,-87.700287513,"(41.849564124, -87.700287513)"
5991577,HN757822,12/13/2007 08:00:00 PM,023XX S STATE ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,134,1,3,33,16,1176682,1888889,2007,02/28/2018 03:56:25 PM,41.850459705,-87.627028625,"(41.850459705, -87.627028625)"
5991578,HN786292,12/31/2007 12:30:00 PM,064XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1632,16,38,17,6,1132626,1925898,2007,02/28/2018 03:56:25 PM,41.952897791,-87.787860507,"(41.952897791, -87.787860507)"
5991579,HP100073,01/01/2008 12:48:41 AM,021XX S LUMBER ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,WAREHOUSE,true,false,1233,12,25,31,22,1172772,1889853,2008,02/28/2018 03:56:25 PM,41.853192351,-87.641350404,"(41.853192351, -87.641350404)"
5991581,HP100250,01/01/2008 03:27:19 AM,076XX S YATES BLVD,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,414,4,7,43,24,1193527,1854768,2008,02/28/2018 03:56:25 PM,41.756432941,-87.566323186,"(41.756432941, -87.566323186)"
5991582,HP100464,01/01/2008 05:53:00 AM,008XX S WABASH AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,132,1,2,32,3,1176919,1896532,2008,02/28/2018 03:56:25 PM,41.871427246,-87.625927673,"(41.871427246, -87.625927673)"
5991584,HN786316,12/30/2007 09:30:00 AM,031XX S PULASKI RD,820,THEFT,$500 AND UNDER,STREET,false,false,1031,10,22,30,6,1150206,1883573,2007,02/28/2018 03:56:25 PM,41.836428389,-87.72433908,"(41.836428389, -87.72433908)"
5991585,HP100371,01/01/2008 04:32:54 AM,079XX S STONY ISLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,411,4,8,45,08B,1188223,1852840,2008,02/28/2018 03:56:25 PM,41.751270452,-87.585822373,"(41.751270452, -87.585822373)"
5991586,HP100046,01/01/2008 12:24:01 AM,002XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,123,1,42,32,14,1176419,1899110,2008,02/28/2018 03:56:25 PM,41.878512724,-87.627685531,"(41.878512724, -87.627685531)"
5991587,HN781132,12/28/2007 12:30:00 AM,012XX N CALIFORNIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,1423,14,26,24,08B,1157507,1907945,2007,02/28/2018 03:56:25 PM,41.903162458,-87.696885733,"(41.903162458, -87.696885733)"
5991588,HN781616,12/27/2007 06:00:00 PM,054XX W DAKIN ST,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,false,true,1633,16,38,15,20,1139359,1925740,2007,02/28/2018 03:56:25 PM,41.952343961,-87.763113086,"(41.952343961, -87.763113086)"
5991589,HP100443,01/01/2008 05:26:02 AM,090XX S ESCANABA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,423,4,10,46,08B,1196960,1845586,2008,02/28/2018 03:56:25 PM,41.73115215,-87.554046926,"(41.73115215, -87.554046926)"
5991590,HP100429,01/01/2008 05:13:00 AM,004XX S CLARK ST,460,BATTERY,SIMPLE,HOTEL/MOTEL,false,false,131,1,2,32,08B,1175595,1898332,2008,02/28/2018 03:56:25 PM,41.876396396,-87.630734438,"(41.876396396, -87.630734438)"
5991591,HP100263,01/01/2008 03:08:13 AM,087XX S BURLEY AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CHA APARTMENT,false,false,424,4,7,46,14,1199188,1847571,2008,02/28/2018 03:56:25 PM,41.736543497,-87.545818607,"(41.736543497, -87.545818607)"
5991592,HN783624,12/28/2007 10:00:00 PM,012XX N PAULINA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1424,14,1,24,7,1164706,1908184,2007,02/28/2018 03:56:25 PM,41.903668685,-87.670435595,"(41.903668685, -87.670435595)"
5991593,HP100349,01/01/2008 04:03:44 AM,031XX E 80TH ST,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,true,false,422,4,7,46,04B,1198669,1852531,2008,02/28/2018 03:56:25 PM,41.750167115,-87.547554074,"(41.750167115, -87.547554074)"
5991594,HP100295,01/01/2008 02:30:00 AM,001XX E WACKER DR,460,BATTERY,SIMPLE,HOTEL/MOTEL,false,false,124,1,42,32,08B,1177683,1902638,2008,02/28/2018 03:56:25 PM,41.888165132,-87.622937212,"(41.888165132, -87.622937212)"
5991597,HP100274,01/01/2008 03:06:14 AM,055XX W RICE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1524,15,37,25,08B,1139174,1905123,2008,02/28/2018 03:56:25 PM,41.895772042,-87.764296098,"(41.895772042, -87.764296098)"
5991598,HN784955,12/26/2007 12:00:00 AM,045XX N MEADE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,1622,16,38,15,20,1134858,1929754,2007,02/28/2018 03:56:25 PM,41.963439764,-87.779563799,"(41.963439764, -87.779563799)"
5991599,HN786012,12/24/2007 12:00:00 PM,094XX S BURNSIDE AVE,610,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,false,false,633,6,9,44,5,1182723,1842512,2007,02/28/2018 03:56:25 PM,41.723058613,-87.606296659,"(41.723058613, -87.606296659)"
5991600,HN782883,12/29/2007 06:00:00 AM,078XX S HALSTED ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,POLICE FACILITY/VEH PARKING LOT,true,false,621,6,17,71,26,1172325,1852947,2007,02/28/2018 03:56:25 PM,41.751928332,-87.644077264,"(41.751928332, -87.644077264)"
5991601,HN785552,12/30/2007 07:55:00 PM,054XX S KENWOOD AVE,820,THEFT,$500 AND UNDER,STREET,true,false,2131,2,4,41,6,1186007,1869318,2007,02/28/2018 03:56:25 PM,41.796540072,-87.593423301,"(41.796540072, -87.593423301)"
5991602,HN784883,12/30/2007 01:50:00 PM,091XX S COMMERCIAL AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,423,4,10,46,6,1197730,1845034,2007,02/28/2018 03:56:25 PM,41.729618252,-87.551244573,"(41.729618252, -87.551244573)"
5991603,HP100462,01/01/2008 05:47:11 AM,008XX N LAWLER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1531,15,37,25,08B,1142534,1905190,2008,02/28/2018 03:56:25 PM,41.895894083,-87.751953727,"(41.895894083, -87.751953727)"
5991604,HN782890,12/29/2007 06:00:00 AM,077XX S NORMAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,621,6,17,69,08B,1174301,1853695,2007,02/28/2018 03:56:25 PM,41.753937269,-87.636813954,"(41.753937269, -87.636813954)"
5991606,HP100222,01/01/2008 02:05:02 AM,001XX N CENTRAL AVE,820,THEFT,$500 AND UNDER,SIDEWALK,true,false,1512,15,29,25,6,1139023,1900559,2008,02/28/2018 03:56:25 PM,41.883250597,-87.764961729,"(41.883250597, -87.764961729)"
5991608,HP100342,01/01/2008 03:10:00 AM,0000X E MONROE ST,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,false,false,123,1,42,32,26,1176591,1899936,2008,02/28/2018 03:56:25 PM,41.880775433,-87.627029031,"(41.880775433, -87.627029031)"
5991610,HN786074,12/29/2007 08:00:00 PM,089XX S STONY ISLAND AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,413,4,8,48,6,1188475,1846086,2007,02/28/2018 03:56:25 PM,41.732730806,-87.585114125,"(41.732730806, -87.585114125)"
5991611,HN785901,12/30/2007 02:00:00 PM,015XX W GARFIELD BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,false,false,713,7,16,67,11,1166837,1868115,2007,02/28/2018 03:56:25 PM,41.793670175,-87.663755557,"(41.793670175, -87.663755557)"
5991612,HN786384,12/31/2007 01:42:46 PM,049XX W WALTON ST,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,true,false,1531,15,37,25,26,1143352,1905861,2007,02/28/2018 03:56:25 PM,41.897720134,-87.748932564,"(41.897720134, -87.748932564)"
5991614,HP100267,01/01/2008 02:53:00 AM,070XX S CHAPPEL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,331,3,5,43,08B,1191097,1858626,2008,02/28/2018 03:56:25 PM,41.767078715,-87.57510387,"(41.767078715, -87.57510387)"
5991615,HN785095,12/30/2007 04:02:00 PM,079XX S WINCHESTER AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,STREET,true,false,611,6,18,71,08B,1164739,1851980,2007,02/28/2018 03:56:25 PM,41.749438148,-87.671903807,"(41.749438148, -87.671903807)"
5991616,HN785774,12/31/2007 02:02:00 AM,052XX S HARPER AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,true,true,2132,2,4,41,04B,1187166,1870931,2007,02/28/2018 03:56:25 PM,41.800938808,-87.589121997,"(41.800938808, -87.589121997)"
5991617,HN782599,12/28/2007 10:43:00 PM,061XX S BISHOP ST,650,BURGLARY,HOME INVASION,APARTMENT,false,false,713,7,16,67,5,1167719,1864005,2007,02/28/2018 03:56:25 PM,41.782372944,-87.660639244,"(41.782372944, -87.660639244)"
5991619,HN785952,12/31/2007 09:10:51 AM,048XX W WASHINGTON BLVD,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,false,1532,15,28,25,04B,1144008,1900064,2007,02/28/2018 03:56:25 PM,41.881800201,-87.746668692,"(41.881800201, -87.746668692)"
5991620,HN785343,12/30/2007 07:20:00 PM,091XX S PRINCETON AVE,560,ASSAULT,SIMPLE,STREET,true,false,634,6,21,49,08A,1176251,1844466,2007,02/28/2018 03:56:25 PM,41.728568195,-87.629944342,"(41.728568195, -87.629944342)"
5991621,HN780477,12/27/2007 04:55:00 PM,002XX N PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),true,false,1333,12,27,28,14,1165023,1901863,2007,02/28/2018 03:56:25 PM,41.886316665,-87.669450842,"(41.886316665, -87.669450842)"
5991622,HN786241,12/31/2007 12:15:00 PM,029XX E 92ND ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,423,4,7,46,6,1197295,1844523,2007,02/28/2018 03:56:25 PM,41.728226861,-87.552855036,"(41.728226861, -87.552855036)"
5991623,HN777620,12/25/2007 11:30:00 PM,083XX S CARPENTER ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,613,6,21,71,08B,1170768,1849560,2007,02/28/2018 03:56:25 PM,41.742668037,-87.649881541,"(41.742668037, -87.649881541)"
5991624,HN786064,12/31/2007 10:00:00 AM,043XX W CERMAK RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,1012,10,24,29,26,1147874,1889021,2007,02/28/2018 03:56:25 PM,41.851423473,-87.732756365,"(41.851423473, -87.732756365)"
5991625,HN786151,12/31/2007 11:10:36 AM,048XX W SUPERIOR ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1531,15,28,25,08B,1143870,1904525,2007,02/28/2018 03:56:25 PM,41.894044299,-87.747063515,"(41.894044299, -87.747063515)"
5991626,HN782604,12/28/2007 10:04:44 PM,073XX S EMERALD AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,SIDEWALK,true,false,732,7,17,68,26,1172568,1856301,2007,02/28/2018 03:56:25 PM,41.761126784,-87.643088168,"(41.761126784, -87.643088168)"
5991628,HP100646,12/31/2007 06:30:00 PM,014XX N AVERS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2535,25,30,23,7,1150444,1909386,2007,02/28/2018 03:56:25 PM,41.907257566,-87.722792049,"(41.907257566, -87.722792049)"
5991629,HN786966,12/31/2007 08:16:42 PM,017XX W NORTH SHORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2432,24,49,1,14,1163677,1944558,2007,02/28/2018 03:56:25 PM,42.003502457,-87.673186151,"(42.003502457, -87.673186151)"
5991631,HP100312,12/31/2007 08:00:00 AM,057XX W WEST END AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1512,15,29,25,5,1137964,1900889,2007,02/28/2018 03:56:25 PM,41.884175341,-87.768842532,"(41.884175341, -87.768842532)"
5991632,HN785912,12/30/2007 05:00:00 PM,057XX N MERRIMAC AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1622,16,45,10,14,1133586,1937681,2007,02/28/2018 03:56:25 PM,41.985214663,-87.784053724,"(41.985214663, -87.784053724)"
5991633,HN780229,12/23/2007 06:00:00 PM,013XX W 76TH ST,890,THEFT,FROM BUILDING,APARTMENT,false,false,612,6,17,71,6,1168687,1854377,2007,02/28/2018 03:56:25 PM,41.755931648,-87.657367707,"(41.755931648, -87.657367707)"
5991634,HP100285,01/01/2008 03:34:08 AM,009XX N LOCKWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1524,15,37,25,08B,1140855,1905653,2008,02/28/2018 03:56:25 PM,41.897195665,-87.758109018,"(41.897195665, -87.758109018)"
5991635,HN786075,12/31/2007 10:34:00 AM,056XX W LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1622,16,45,15,08B,1137798,1931350,2007,02/28/2018 03:56:25 PM,41.967766685,-87.768715566,"(41.967766685, -87.768715566)"
5991637,HN786269,12/31/2007 12:17:34 PM,095XX S CHAPPEL AVE,560,ASSAULT,SIMPLE,STREET,false,false,431,4,7,51,08A,1191519,1841915,2007,02/28/2018 03:56:25 PM,41.721212018,-87.574097531,"(41.721212018, -87.574097531)"
5991638,HP100400,01/01/2008 04:56:27 AM,082XX S COLFAX AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,true,false,423,4,7,46,04B,1194938,1850871,2008,02/28/2018 03:56:25 PM,41.745704632,-87.561280408,"(41.745704632, -87.561280408)"
5991639,HN783750,12/29/2007 03:00:00 AM,001XX N STATE ST,460,BATTERY,SIMPLE,STREET,false,false,122,1,42,32,08B,1176353,1900882,2007,02/28/2018 03:56:25 PM,41.883376682,-87.627874384,"(41.883376682, -87.627874384)"
